spotify_track_uri,ts,platform,ms_played,track_name,artist_name,album_name,reason_start,reason_end,shuffle,skipped
7aYBo6hxjhJc8ECkbKAqnR,2021-03-05 20:10:00,android,250962,The Bandit,Kings of Leon,When You See Yourself,clickrow,trackdone,FALSE,FALSE
7ykaUgkdQWJLsMuOymTV2A,2021-03-09 17:19:43,android,210720,If Not For You - Remastered 2014,George Harrison,All Things Must Pass,trackdone,trackdone,TRUE,FALSE
3QEWEv1tvHmVgsT5THpGDn,2021-03-16 13:58:07,android,255934,Don't Leave Me Now,Pink Floyd,The Wall,trackdone,trackdone,FALSE,FALSE
3gCYle76USfbHa7VDTDg5V,2021-03-23 02:59:42,android,23,The Kiss Of Venus (Dominic Fike),Paul McCartney,The Kiss Of Venus (Dominic Fike),clickrow,endplay,FALSE,FALSE
2ite9c2oq2zsxP3NGCYLxq,2021-03-29 19:12:11,android,179232,Stubborn Love,The Lumineers,The Lumineers,trackdone,fwdbtn,TRUE,FALSE
4SBc2Pkh8tVSecrkLtCAXR,2021-04-06 23:50:42,android,948,White Blank Page,Mumford & Sons,Sigh No More,fwdbtn,fwdbtn,TRUE,FALSE
5XOzpTZGe4onY74BFK0ziS,2021-04-11 23:55:57,android,3579,I Wonder Why,Kacy & Clayton,Plastic Bouquet,backbtn,fwdbtn,TRUE,FALSE
0zo4T5c5VV42554ySEc5J6,2021-04-15 23:23:25,android,995,Gotta Get Away,The Black Keys,Turn Blue,fwdbtn,fwdbtn,TRUE,FALSE
3kKb3U3a8jmUJQB9ypE1Jl,2021-04-17 03:43:10,android,343,Under Control,The Strokes,Room On Fire,fwdbtn,fwdbtn,TRUE,FALSE
0c89GbbUO3degznx9eYrq0,2021-04-20 11:12:24,android,223120,Once Upon a Time in the West - Main Theme,Ennio Morricone,Once Upon a Time in the West (Original Motion Picture Soundtrack),trackdone,trackdone,FALSE,FALSE
6NJQpFNkDCMaRBogIi9sOI,2021-04-21 04:12:57,android,317986,Bellbottoms,The Jon Spencer Blues Explosion,Orange,trackdone,trackdone,TRUE,FALSE
7lXOqE38eCr979gp27O5wr,2021-04-23 15:55:10,android,3289,If I Knew,Bruno Mars,Unorthodox Jukebox,fwdbtn,fwdbtn,TRUE,FALSE
0NdTUS4UiNYCNn5FgVqKQY,2021-04-24 19:32:25,android,6211,Snap Out Of It,Arctic Monkeys,AM,fwdbtn,endplay,TRUE,FALSE
1vQxicuNSODoBECPMFjHMG,2021-04-28 01:11:07,android,199586,Handle With Care,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",trackdone,trackdone,FALSE,FALSE
1T7vfOtlLKBDSYu71LxJYR,2021-05-01 20:35:12,android,370880,Ella,Pedro Infante,Pedro Infante - Concierto Homenaje,appload,trackdone,TRUE,FALSE
4y4spB9m0Q6026KfkAvy9Q,2021-05-07 02:36:15,android,910,Lonely (with benny blanco),Justin Bieber,Lonely (with benny blanco),fwdbtn,fwdbtn,TRUE,FALSE
0HEKDQsIItk1i2NKVgNroy,2021-05-10 01:42:57,android,215026,It's Not Over,Daughtry,Daughtry,trackdone,trackdone,TRUE,FALSE
3OpoDVx3Ct42RM68Bvffvy,2021-05-12 00:28:12,android,887,In Our Prime,The Black Keys,Turn Blue,fwdbtn,fwdbtn,TRUE,FALSE
4zoQ3EqopTIGmK2c2rPV5t,2021-05-19 20:55:01,android,1291,Cause We've Ended as Lovers,Jeff Beck,Blow By Blow,playbtn,endplay,TRUE,FALSE
5FPnjikbwlDMULCCCa6ZCJ,2021-05-22 02:59:34,android,890,Daughters,John Mayer,Heavier Things,fwdbtn,fwdbtn,TRUE,FALSE
1Tq6f998LMyTCETHdPosNI,2021-05-31 02:16:40,android,219800,"Roméo et Juliette, CG 9, Act I: Ah, je veux vivre",Charles Gounod,The Art Of Renée Fleming,trackdone,trackdone,TRUE,FALSE
55N8cxpE1QDoeaaNqUnoZ2,2021-06-03 06:29:21,android,1549,Bad Decisions,The Strokes,The New Abnormal,fwdbtn,fwdbtn,TRUE,FALSE
5PDBekCrJHLjMINfGIsZvX,2021-06-04 17:33:49,android,143407,Nobody but Me,The Jaded Hearts Club,You've Always Been Here,trackdone,trackdone,TRUE,FALSE
5Asz9rHr2rViBdl6pkXpoq,2021-06-09 00:42:13,android,0,Oo-De-Lally,Roger Miller,Walt Disney Records The Legacy Collection: Robin Hood,backbtn,backbtn,FALSE,FALSE
5s6CxN0L84jNeA4pA4kbAd,2021-06-15 06:03:34,android,146133,Not in Nottingham,Theo Lawrence and The Hearts,Homemade Lemonade,backbtn,trackdone,FALSE,FALSE
7uttm8Iurm5uK67Vr9G2Sp,2021-06-20 00:50:07,android,1353,Almost (Sweet Music),Hozier,"Wasteland, Baby!",fwdbtn,fwdbtn,TRUE,FALSE
4iK3yOQKoby2b9gvCmUwsR,2021-06-24 19:38:26,android,203117,How Lucky,Kurt Vile,How Lucky,trackdone,trackdone,FALSE,FALSE
3l6lmZCaZdnc90MI2BktqP,2021-06-30 07:00:23,android,23,Lost Ones,J. Cole,Cole World: The Sideline Story,fwdbtn,fwdbtn,TRUE,FALSE
42ocGQCOT0xYtV3f5kJDsD,2021-07-03 02:39:11,android,622,Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,fwdbtn,fwdbtn,TRUE,FALSE
2c4FRqXnna2YeC4lShVONV,2021-07-06 00:41:36,android,750,Call Me The Breeze,John Mayer,Paradise Valley,fwdbtn,fwdbtn,TRUE,FALSE
0JBvtprXP2Z0LP3jmzA7Xp,2021-07-11 04:10:10,android,181306,"Baby, You're A Rich Man - Remastered 2009",The Beatles,Magical Mystery Tour,fwdbtn,trackdone,TRUE,FALSE
4VFGpluBaU1WcquEMzhSz6,2021-07-31 22:31:42,android,252413,Wild Blue,John Mayer,Sob Rock,trackdone,trackdone,FALSE,FALSE
3RgR3cFZ6xh7MlB9DURK6e,2021-08-07 22:28:56,android,124446,Shadow Days,John Mayer,Born and Raised,trackdone,fwdbtn,TRUE,FALSE
0F6NRy1dhuXiRdD3VmuZVD,2021-08-14 00:13:49,android,196000,Chops,Argonaut & Wasp,STARLIGHT 99,playbtn,trackdone,TRUE,FALSE
6GXxOycOvD7pp0F4ee6X5R,2021-08-21 02:18:03,android,203533,45,Bleachers,Take the Sadness Out of Saturday Night,trackdone,trackdone,TRUE,FALSE
3S2dHguCWZUsq3mE1JCwOl,2021-08-24 21:14:30,android,256906,Quiet Town - Abridged,The Killers,Pressure Machine,trackdone,trackdone,FALSE,FALSE
7lJt7vBDNUO8Mv8uELND1H,2021-08-30 04:34:58,android,369787,Sympathy For The Devil,Keith Richards,Beggars Banquet,appload,trackdone,TRUE,FALSE
461GwTVcmJ7EENZrnPfuhW,2021-09-01 20:34:45,android,225933,For Eddy,Aliotta Haynes Jeremiah,Lake Shore Drive,trackdone,trackdone,FALSE,FALSE
591rVlNAjjUyA44aq6PzTH,2021-09-07 19:59:30,android,207870,No Time For Toxic People,Imagine Dragons,Mercury - Act 1,trackdone,trackdone,FALSE,FALSE
6obK7vtvAMmYSeNIiAa4Ij,2021-09-11 10:32:13,android,4933,Restless Legs,Keuning,Prismism,fwdbtn,fwdbtn,TRUE,FALSE
2baEFuU0gQon0hgVRioI1o,2021-09-16 00:05:48,android,177133,Anna (Go To Him) - Remastered 2009,The Beatles,Please Please Me,trackdone,trackdone,TRUE,FALSE
42ZrMq4BKsWDrrbMnMRYaK,2021-09-20 06:11:13,android,12179,Jail,Kanye West,Donda,trackdone,endplay,FALSE,FALSE
3TWVcNBjDU3RSgFUD8y4ZX,2021-09-23 07:59:08,android,3845,Otro Vals,Feten Feten,Otro Vals,fwdbtn,fwdbtn,TRUE,FALSE
2MnLkFqY9Rpg9s3Zv6ZJdK,2021-09-25 08:28:25,android,197333,Botella Tras Botella,Gera MX,Botella Tras Botella,trackdone,trackdone,TRUE,FALSE
2Jpw6uRsDncpCYkvdrfTTk,2021-10-01 05:01:34,android,23,Karpe Diem,Ed Maverick,mix pa llorar en tu cuarto,fwdbtn,fwdbtn,TRUE,FALSE
3y4Uza6K58JXQ7RYya8ZI5,2021-10-08 01:14:37,android,301133,Shelter from the Storm,Bob Dylan,Blood On The Tracks,trackdone,trackdone,TRUE,FALSE
20I8RduZC2PWMWTDCZuuAN,2021-10-12 01:38:22,android,237026,Take Me Out,Franz Ferdinand,Franz Ferdinand,trackdone,trackdone,TRUE,FALSE
1w6mcMacExya7bvbElMuar,2021-10-17 05:57:52,android,144632,Óleo de Mujer Con Sombrero,Silvio Rodríguez,Al Final de Este Viaje...,trackdone,trackdone,FALSE,FALSE
6JnqbWl6N8g4Ikw5uZiJY4,2021-10-22 02:06:18,android,269693,No Surprise,Daughtry,Leave This Town,trackdone,trackdone,TRUE,FALSE
5jgFfDIR6FR0gvlA56Nakr,2021-10-23 22:38:17,android,550,Blackbird - Remastered 2009,The Beatles,The Beatles,fwdbtn,fwdbtn,TRUE,FALSE
2t2gZb03AlCSlBzbWeeHsM,2021-10-25 20:45:28,android,53269,Take It Away - Remixed 2015,Paul McCartney,Tug Of War,trackdone,logout,TRUE,FALSE
4w3tQBXhn5345eUXDGBWZG,2021-11-12 04:01:29,android,162448,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,fwdbtn,trackdone,TRUE,FALSE
1c8gk2PeTE04A1pIDH9YMk,2021-11-14 07:52:10,android,1254,Rolling in the Deep,Adele,21,fwdbtn,fwdbtn,TRUE,FALSE
50nfwKoDiSYg8zOCREWAm5,2021-11-24 17:23:14,android,207853,Shivers,Ed Sheeran,=,trackdone,trackdone,TRUE,FALSE
6Ry6T1eQtwwoGRN7sKnh2l,2021-12-01 14:47:05,android,118080,Three Is Company,Howard Shore,The Lord of the Rings: The Fellowship of the Ring - the Complete Recordings,trackdone,trackdone,FALSE,FALSE
7iN1s7xHE4ifF5povM6A48,2021-12-07 02:56:10,android,243026,Let It Be - Remastered 2009,The Beatles,Let It Be,trackdone,trackdone,TRUE,FALSE
0Ruvs5IxqkGqQVWCO2oRpw,2021-12-15 01:53:53,android,213066,De Música Ligera - Remasterizado 2007,Soda Stereo,Me Verás Volver (Hits & Más),trackdone,trackdone,FALSE,FALSE
2QDpeww0UVRnXZlGIISkC4,2021-12-20 07:16:36,android,52320,Wherever This Goes,The Fray,Helios,trackdone,fwdbtn,TRUE,FALSE
51R40lGpjmBctPsOnu0mBe,2021-12-23 09:49:21,android,84190,No Me Digas Que No ( Boy Like You ),Nikki Clan,Nikki Clan (Re-Edicion),trackdone,endplay,FALSE,FALSE
1b7LMtXCXGc2EwOIplI35z,2021-12-28 03:43:59,android,23,Stuck In The Middle With You,Stealers Wheel,Reservoir Dogs,backbtn,fwdbtn,FALSE,FALSE
6bWvaqrIJTvk90SUteD6WL,2022-01-02 21:40:00,android,130760,AYAYAY!,Christian Nodal,AYAYAY!,appload,trackdone,FALSE,FALSE
5UhWD2lwvZgko8uVEICN5r,2022-01-08 20:12:02,android,171466,I Left My Heart in San Francisco,Tony Bennett,60 Years: The Artistry of Tony Bennett,trackdone,trackdone,TRUE,FALSE
0xIuNHHcKI1JDuBPlSwzb1,2022-01-16 18:16:58,android,78,Good Morning Good Morning - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,trackdone,fwdbtn,TRUE,FALSE
5DJctS0yiHX7agIGnfgnu1,2022-01-22 01:30:18,android,3201,Shockwave,Liam Gallagher,Why Me? Why Not.,trackdone,fwdbtn,TRUE,FALSE
4OlcB3a0LJIrltfQt8vV1S,2022-01-28 19:26:53,android,221880,"Pagliacci / Act 1: ""Recitar!...Vesti la giubba""",Ruggero Leoncavallo,Verismo Arias,trackdone,trackdone,TRUE,FALSE
0EE9L8Gt2f2ftxwZLX8SwT,2022-02-03 20:28:01,android,288453,In The Car Outside - Abridged,The Killers,Pressure Machine,trackdone,trackdone,FALSE,FALSE
3gdewACMIVMEWVbyb8O9sY,2022-02-06 23:21:31,android,281613,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,trackdone,trackdone,TRUE,FALSE
1Vk4yRsz0iBzDiZEoFMQyv,2022-02-10 04:56:34,android,98040,Mia & Sebastian’s Theme,Justin Hurwitz,La La Land,trackdone,trackdone,TRUE,FALSE
0FQLQfuCKSlcVSOPscqCJ6,2022-02-15 18:57:20,android,614266,"The Return of the King (feat. Sir James Galway, Viggo Mortensen and Renee Fleming)",Howard Shore,The Lord of the Rings: The Return of the King,trackdone,trackdone,FALSE,FALSE
5vollujufHY0jMZxx77VWr,2022-02-22 01:34:24,android,301866,All These Things That I've Done,The Killers,Hot Fuss,trackdone,trackdone,FALSE,FALSE
4H3KBBAe2Fcgv9lH6E10Oe,2022-03-02 17:44:25,android,174440,Harry in Winter,Patrick Doyle,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),trackdone,trackdone,FALSE,FALSE
4RCWB3V8V0dignt99LZ8vH,2022-03-11 02:31:18,android,232533,Hey There Delilah,Plain White T's,All That We Needed,trackdone,trackdone,FALSE,FALSE
0AYP9qfJJumsxSOZF3MndI,2022-03-16 02:05:21,android,110266,Aquellas Pequeñas Cosas,Joan Manuel Serrat,Mediterráneo,trackdone,trackdone,FALSE,FALSE
1xLs8Mu1QEVbGCpyHQ2r2U,2022-03-24 16:33:14,android,139906,Why,Dominic Fike,What Could Possibly Go Wrong,trackdone,trackdone,FALSE,FALSE
13nyc1sxYqFDmaGyr1bmYP,2022-03-31 07:47:30,android,272626,Aves de Paso,Joaquín Sabina,"Yo, Mi, Me, Contigo",trackdone,trackdone,TRUE,FALSE
4JtwqHO8budsBHlr9XRWUH,2022-04-06 04:43:56,android,259066,Espectro,Rosalía León,Más Alto,trackdone,trackdone,FALSE,FALSE
1aiDlPLPljMFUylWjMZras,2022-04-23 08:33:23,android,180626,Something Like Olivia,John Mayer,Born and Raised,trackdone,trackdone,TRUE,FALSE
7CZiDzGVjUssMSOXrDNYHL,2022-04-29 23:27:51,android,935,Ticket To Ride - Remastered 2009,The Beatles,Help!,fwdbtn,fwdbtn,TRUE,FALSE
7D49Iig0avHre9RFSUMkd2,2022-05-02 22:26:38,android,1197,I Lived,OneRepublic,Native,fwdbtn,fwdbtn,TRUE,FALSE
0wWuIseAsESzPDFPBYwkRs,2022-05-09 01:18:23,android,215137,Chelsea Hotel #2,Kyle Craft,Chelsea Hotel #2,trackdone,trackdone,TRUE,FALSE
1rxoyGj1QuPoVi8fOft1Kt,2022-05-13 04:30:46,android,165666,Because - Remastered 2009,The Beatles,Abbey Road,trackdone,trackdone,TRUE,FALSE
644es5aYPJghtZLjM1rmSP,2022-05-23 07:29:17,android,175040,Concerning Hobbits,Howard Shore,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),clickrow,trackdone,FALSE,FALSE
7BSZJLXPTktuZZAe8VYbbF,2022-06-03 23:54:21,android,197800,We Owned The Night,Lady A,Own The Night,trackdone,trackdone,TRUE,FALSE
5yIVcrwQXdIlDgTMc8pa6z,2022-06-06 18:00:32,android,279266,Contigo,Joaquín Sabina,"Yo, Mi, Me, Contigo",trackdone,trackdone,FALSE,FALSE
7wC4EW11mBVxDK3xdC7FTf,2022-06-14 00:24:37,android,150026,I'm A Loser - Remastered 2009,The Beatles,Beatles For Sale - Remastered,trackdone,trackdone,FALSE,FALSE
2ZssXuZfktUr4MMDzEWD2Z,2022-06-18 20:08:17,android,214426,Good God Damn,Arcade Fire,Everything Now,trackdone,trackdone,TRUE,FALSE
10rChmECwPcvTTj4w07hq4,2022-06-24 21:54:58,android,206773,Welcome to My Life,Simple Plan,Still Not Getting Any,trackdone,trackdone,TRUE,FALSE
7vX5yphSQ7Drut4moiuIXv,2022-06-28 10:25:28,android,226720,Drunken Lullabies,Flogging Molly,Drunken Lullabies,fwdbtn,logout,TRUE,FALSE
7fXbnwomPX7IoSQODCZDd5,2022-07-02 07:48:56,android,240000,Cherry Forest,Lucky Daye,Candydrip,trackdone,trackdone,TRUE,FALSE
5NQYyej46WQkgCbnzGD21W,2022-07-04 00:00:38,android,1179,Dear Prudence - Remastered 2009,The Beatles,The Beatles,fwdbtn,fwdbtn,TRUE,FALSE
4dGewjZWQhWhWvgvLcMUmf,2022-07-07 06:54:22,android,7382,Drink With Me - Live,Anthony Crivello,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),trackdone,fwdbtn,TRUE,FALSE
4Sk6QA0RoRqZ3Hg9TlAX4X,2022-07-15 02:48:03,android,210866,Long As I Can See The Light,Creedence Clearwater Revival,Cosmo's Factory,trackdone,trackdone,TRUE,FALSE
3OgZdIAHaDMOtYq8Z5iCQ5,2022-07-22 02:58:26,android,49308,Believe,Mumford & Sons,Wilder Mind,appload,trackdone,TRUE,FALSE
2DgelO2bnAAAgy2OJbjB72,2022-07-26 20:08:07,android,278066,Y Si Amanece por Fin,Joaquín Sabina,Mentiras Piadosas,trackdone,trackdone,FALSE,FALSE
5KF3zQP0cqLklYnF6riogg,2022-08-12 03:11:40,android,911,"Sunday Morning Coming Down - Live at Ryman Auditorium, Nashville, TN - July 1970",Johnny Cash,The Johnny Cash Show,fwdbtn,fwdbtn,TRUE,FALSE
0uppYCG86ajpV2hSR3dJJ0,2022-08-14 01:07:06,android,23,Give It Away,Red Hot Chili Peppers,Blood Sugar Sex Magik,fwdbtn,fwdbtn,TRUE,FALSE
07jRoiOgRwkURxytyoB3s4,2022-08-24 02:47:52,android,1000,Yearnin',The Black Keys,The Big Come Up,fwdbtn,fwdbtn,TRUE,FALSE
5SwgE4wA0P7f6AEz2UQMB2,2022-09-09 02:38:15,android,104605,Uncle Albert / Admiral Halsey - Medley / 2012 Remaster,Paul McCartney,Ram,trackdone,logout,TRUE,FALSE
2Xn7NadvZ56D0B2D7x2CSL,2022-09-18 19:53:37,android,290414,Crucify Your Mind,Rodríguez,Cold Fact,clickrow,trackdone,FALSE,FALSE
43YnOHuci8PolOAzI7XoXe,2022-09-25 18:59:29,android,303826,Red Eye,Vance Joy,Dream Your Life Away,trackdone,trackdone,TRUE,FALSE
0FfX0nofboxZjP0diT1eFv,2022-09-30 02:03:38,android,262600,I’ll Make It Up To You,Imagine Dragons,Evolve,trackdone,trackdone,TRUE,FALSE
4HXOBjwv2RnLpGG4xWOO6N,2022-09-30 17:11:10,android,1668,Princess of China,Coldplay,Mylo Xyloto,fwdbtn,fwdbtn,TRUE,FALSE
4xaPCPyMiFDiw7SoksTBKo,2022-09-30 20:07:09,android,985,"The Road Goes Ever On..., Pt. 1",Howard Shore,The Lord of the Rings: The Fellowship of the Ring - the Complete Recordings,fwdbtn,fwdbtn,TRUE,FALSE
1VRKBE1ssU5ZuBt90i3Jdy,2022-10-01 23:18:25,android,2249,Mae,Herb Alpert & The Tijuana Brass,!!Going Places!!,fwdbtn,fwdbtn,TRUE,FALSE
5HmYuJIqLEXOa9i4YQJWoQ,2022-10-04 23:37:01,android,196200,Cantares - En Directo,Joan Manuel Serrat,Serrat En Directo,trackdone,trackdone,TRUE,FALSE
6XpfrI2hjCWLyOFAuLJ83z,2022-10-17 20:41:16,android,8636,On Top Of The World,Imagine Dragons,Night Visions,trackdone,fwdbtn,TRUE,TRUE
0suLngfo7rJoetk7Ub6N8l,2022-10-25 16:35:24,android,170720,Octopus's Garden - Remastered 2009,The Beatles,Abbey Road,trackdone,trackdone,TRUE,FALSE
6V78ktWCGcJIIB5DPJBoPn,2022-10-28 01:00:59,android,283866,19 Dias y 500 Noches,Joaquín Sabina,19 Dias Y 500 Noches,trackdone,trackdone,TRUE,FALSE
5BY0p2EH4EznNZ0MFD9mjt,2022-11-01 00:24:32,android,192613,Me Enamora,Juanes,La Vida Es Un Ratico,trackdone,trackdone,FALSE,FALSE
67HKtdqchK0rmODxsBeWT8,2022-11-13 00:48:55,android,240000,Can You Feel The Love Tonight,Elton John,Love Songs,trackdone,trackdone,FALSE,FALSE
59XIQ4BTfdDoOYO7448kAj,2022-11-20 06:35:45,android,139933,Parachute Woman,Keith Richards,Beggars Banquet,trackdone,trackdone,TRUE,FALSE
1xYBeQ5u8uaJ3oBWktjGyJ,2022-11-27 22:52:48,android,234080,Acurrucar,Ed Maverick,mix pa llorar en tu cuarto,trackdone,trackdone,FALSE,FALSE
2CFDPiNUxcSOqfQtUHYNxF,2022-12-10 04:39:20,android,1619,De Nada Sirve,No Te Va Gustar,Otras Canciones,fwdbtn,fwdbtn,FALSE,TRUE
4SUF4kyuSX9siVjzpjEibr,2022-12-20 19:11:59,android,274666,Over & Over - 2015 Remaster,Fleetwood Mac,Tusk,clickrow,trackdone,FALSE,FALSE
4OZyVAbGOcrv4BYv5xDjet,2023-01-01 02:48:24,android,244449,Here Comes the Night Time,Arcade Fire,Reflektor,trackdone,fwdbtn,FALSE,TRUE
12QphPukpWDR9w1iimddfP,2023-01-06 00:20:33,android,276386,Ani Kuni,Polo & Pan,Ani Kuni,trackdone,trackdone,TRUE,FALSE
1gugDOSMREb34Xo0c1PlxM,2023-01-22 21:19:55,android,1741,She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,fwdbtn,fwdbtn,TRUE,TRUE
7hMhO4oenpVkVaM5bNkEbz,2023-01-30 00:30:59,android,194680,When the Ship Comes In,Bob Dylan,The Times They Are A-Changin',fwdbtn,trackdone,TRUE,FALSE
5LYAuItJcXH06adHkebOmf,2023-02-02 22:19:45,android,2175,The Blue Danube,Johann Strauss II,Strauss: Wiener Walzer,fwdbtn,fwdbtn,FALSE,TRUE
6iLSVjetBzuGv1KIgan3HD,2023-02-08 20:26:21,windows,960,Let It Bleed,The Rolling Stones,Let It Bleed,fwdbtn,fwdbtn,TRUE,TRUE
3YBZIN3rekqsKxbJc9FZko,2023-02-23 17:54:24,android,405640,Paradise City,Guns N' Roses,Appetite For Destruction,trackdone,trackdone,TRUE,FALSE
1A8SxnqRK3qabmuN2qxIpa,2023-03-03 16:54:12,android,284546,Spaceman,The Killers,Day & Age - Bonus Tracks,trackdone,trackdone,TRUE,FALSE
3BQHpFgAp4l80e1XslIjNI,2023-03-13 04:19:09,android,125666,Yesterday - Remastered 2009,The Beatles,Help!,trackdone,trackdone,TRUE,FALSE
3ZE3wv8V3w2T2f7nOCjV0N,2023-03-22 02:42:15,android,235986,Life on Mars? - 2015 Remaster,David Bowie,Hunky Dory,trackdone,trackdone,TRUE,FALSE
4Im6GRj17qa7NW76OsJh1s,2023-04-01 17:54:22,android,286386,I Guess I Just Feel Like,John Mayer,Sob Rock,fwdbtn,trackdone,TRUE,FALSE
3viTUjp1kuG6bsUHgkKFld,2023-04-07 04:54:23,android,131719,Splish Splash,Bobby Darin,The Ultimate Bobby Darin,trackdone,trackdone,TRUE,FALSE
56sxN1yKg1dgOZXBcAHkJG,2023-04-10 04:38:29,android,209693,"Gone, Gone, Gone",Phillip Phillips,The World From The Side Of The Moon,trackdone,trackdone,TRUE,FALSE
3F8xLc6T4VvKH7I6wqVAN2,2023-04-24 00:33:43,android,220693,Lovebug,Jonas Brothers,A Little Bit Longer,trackdone,trackdone,TRUE,FALSE
4CV3GcAHLsYhWCQAoooQZW,2023-05-01 04:45:27,android,186826,Llamada De Mi Ex,La Arrolladora Banda El Limón De Rene Camacho,Irreversible... 2012,trackdone,trackdone,FALSE,FALSE
41XiurZlYzjsKtQUG8VS5L,2023-05-08 19:03:42,android,87583,"Puccini: La bohème, Act I: Che gelida manina",Giacomo Puccini,Pavarotti Forever,trackdone,logout,TRUE,FALSE
2DATcVxBdGcIIGd0sb1s4X,2023-05-15 22:48:12,android,195186,"Don Giovanni, ossia Il dissoluto punito, K.527 / Act 1: ""Là ci darem la mano""",Wolfgang Amadeus Mozart,Mozart: Don Giovanni,trackdone,trackdone,TRUE,FALSE
2GKxyUw8MQNvc0EP4016Yg,2023-05-20 00:54:25,android,2881,What Goes On,The Velvet Underground,The Velvet Underground,fwdbtn,fwdbtn,TRUE,TRUE
4LreWoO3cpgiIfrRwbOUSF,2023-05-21 07:10:09,android,204253,Rosa Pastel,Peso Pluma,Rosa Pastel,trackdone,trackdone,FALSE,FALSE
6AhZVsDudTq5KdJ5LbE32f,2023-06-10 02:12:42,android,2794,Black Mountain Side - Remaster,Led Zeppelin,Led Zeppelin,trackdone,fwdbtn,TRUE,TRUE
4OlcB3a0LJIrltfQt8vV1S,2023-06-13 23:58:07,android,221880,"Pagliacci / Act 1: ""Recitar!...Vesti la giubba""",Ruggero Leoncavallo,Verismo Arias,fwdbtn,trackdone,TRUE,FALSE
4ZPdLEztrlZqbJkgHNw54L,2023-07-01 23:32:44,android,207000,Good Life,Kanye West,Graduation,trackdone,trackdone,TRUE,FALSE
3mTEYjm3kIm4YzJ5zxJZjs,2023-07-14 20:32:31,android,229320,Flares,The Script,No Sound Without Silence,trackdone,trackdone,TRUE,FALSE
2dLzyrwHEEK8umYoOYaSPc,2023-07-22 04:51:52,android,96960,"I Still Miss Someone - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,TRUE,FALSE
7Gvf6Li9MYft4fUijkFjKq,2023-08-03 01:05:04,mac,285745,Strawberry Wine,Noah Kahan,Stick Season,trackdone,trackdone,FALSE,FALSE
0z1o5L7HJx562xZSATcIpY,2023-08-10 19:24:18,mac,267151,Exit Music (For A Film),Radiohead,OK Computer,trackdone,trackdone,TRUE,FALSE
1aedGJcS0OmGSzzO5iskIV,2023-08-17 02:03:40,mac,400469,"L'elisir d'amore / Act 2: ""Una furtiva lagrima...Eccola!""",Gaetano Donizetti,Donizetti: L'Elisir d'Amore,trackdone,trackdone,TRUE,FALSE
0DdyERdVfKbtLZyR87xBZo,2023-09-17 01:03:14,android,232179,El Potaje,Cimafunk,El Potaje,trackdone,trackdone,TRUE,FALSE
1NDjisuZaZBzYoen1tk1FW,2023-09-24 03:48:04,android,307636,Trouble,Midnight Generation,Funk Your Bones (Side B),trackdone,trackdone,TRUE,FALSE
40V54Cj1JFSTpaJi8UikZE,2023-10-01 23:43:56,android,347800,Radio Ga Ga,Queen,The Works,trackdone,trackdone,TRUE,FALSE
00oZhqZIQfL9P5CjOP6JsO,2023-10-06 23:19:36,android,179546,Tomorrow Never Knows - Remastered 2009,The Beatles,Revolver,trackdone,trackdone,TRUE,FALSE
6TqXieeBcZZHyaO14hQpKx,2023-10-17 04:53:35,android,268866,Luz De Dia,Los Enanitos Verdes,Nectar,trackdone,trackdone,TRUE,FALSE
6uzGmmQ4CuG9HvZktEy0LF,2023-11-09 09:41:32,android,185980,Qué Bonito Es Querer,Manuel Carrasco,La Cruz Del Mapa,trackerror,logout,TRUE,FALSE
2ONpXycQzFmWiutUm7vpIC,2023-11-21 00:45:52,android,7767,Hell of a Season,The Black Keys,El Camino,trackdone,fwdbtn,TRUE,TRUE
1BLOVHYYlH4JUHQGcpt75R,2023-11-26 03:55:09,android,343303,Ode To The Mets,The Strokes,The New Abnormal,trackdone,logout,TRUE,FALSE
4i4oDSWluhViEzuYIZYtmJ,2023-12-17 00:45:03,android,5174,Fourth Time Around,Bob Dylan,Blonde On Blonde,fwdbtn,fwdbtn,TRUE,TRUE
7DhYjNLksXZhbRQeheAums,2023-12-29 15:20:40,android,266160,Caraluna,Bacilos,Caraluna,trackdone,trackdone,TRUE,FALSE
4224tsPgiIlzm5p8n83Bon,2024-01-01 22:31:18,android,114746,Horchata,Vampire Weekend,Contra,fwdbtn,fwdbtn,TRUE,TRUE
0TpzAepHab0NofzyqV6As8,2024-01-09 01:58:11,android,77466,Samwise the Brave,Howard Shore,The Lord of the Rings: The Two Towers (Original Motion Picture Soundtrack),trackdone,logout,FALSE,FALSE
