spotify_track_uri,ts,platform,ms_played,track_name,artist_name,album_name,reason_start,reason_end,shuffle,skipped
5GpngZwVz4DO2jLBV9d7iZ,2024-01-18 23:19:27,android,211281,Gobiérname,Diamante Eléctrico,Leche de Tigre,trackdone,trackdone,TRUE,FALSE
5p3JunprHCxClJjOmcLV8G,2024-01-24 22:05:34,android,254173,Walk On the Wild Side,Lou Reed,Transformer,trackdone,trackdone,TRUE,FALSE
2Cy7QY8HPLk925AyNAt6OG,2024-01-29 18:34:14,android,202853,Black or White - Single Version,Michael Jackson,The Essential Michael Jackson,trackdone,trackdone,TRUE,FALSE
0J2p4KYdr6Mg4ET6JPlbe1,2024-02-10 04:05:17,android,198572,Super Trouper,ABBA,Super Trouper,trackdone,logout,FALSE,FALSE
3OMw6qj95yhfeqBIdL0c1g,2024-02-21 02:28:32,android,258933,On Top,The Killers,Hot Fuss,trackdone,trackdone,TRUE,FALSE
7xrODhgXFNVsRtKoyt5rJo,2024-02-23 23:49:39,android,183253,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,TRUE,FALSE
3hx9T4CWGDvMbINMBfyrnW,2024-03-01 19:00:45,android,205226,Mediterraneo,Joan Manuel Serrat,Discografía en Castellano,trackdone,trackdone,TRUE,FALSE
2Cy7QY8HPLk925AyNAt6OG,2024-03-13 05:18:27,android,202853,Black or White - Single Version,Michael Jackson,The Essential Michael Jackson,trackdone,trackdone,TRUE,FALSE
2zLLGT8WWT1dl73TlVL9qs,2024-04-02 03:48:56,android,262925,Mariposa Traicionera - 2020 Remasterizado,Maná,Revolución De Amor,trackdone,trackdone,FALSE,FALSE
7a8bFS0oRVpDfxAcVAQMO3,2024-04-14 19:35:32,android,77941,Buenos Días,Laura Pérez,Canciones Chiquitas,trackdone,trackdone,TRUE,FALSE
7zSBOSD4w5LGv1bIblkVFp,2024-05-01 21:53:54,android,184963,Telefonía,Jorge Drexler,Salvavidas de hielo,trackdone,trackdone,TRUE,FALSE
3B4q6KbHbGV51HO3GznBFF,2024-05-14 19:55:57,android,170906,What I Got,Sublime,Sublime,trackdone,trackdone,TRUE,FALSE
40V54Cj1JFSTpaJi8UikZE,2024-06-01 22:35:00,android,347800,Radio Ga Ga,Queen,The Works,trackdone,trackdone,TRUE,FALSE
1ITQbrueGLl581a25XXm9c,2024-06-11 00:02:02,mac,213106,Rocky Raccoon - Remastered 2009,The Beatles,The Beatles,trackdone,trackdone,TRUE,FALSE
3cdhgO3vgHyOIADMXokd2t,2024-07-07 09:29:25,android,12087,Nothing,The Script,Science & Faith,clickrow,endplay,TRUE,TRUE
4w3tQBXhn5345eUXDGBWZG,2024-08-02 21:36:08,android,162466,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,trackdone,trackdone,TRUE,FALSE
48eRbUfNOF4xnNHwSSYubb,2024-08-06 00:35:52,android,21358,Angel Of Music,Andrew Lloyd Webber,The Phantom Of The Opera,trackdone,endplay,FALSE,TRUE
0pCB9UWGXALpeXcns33vnL,2024-08-18 01:17:32,android,82083,Radioactive,Imagine Dragons,Night Visions,trackdone,logout,TRUE,FALSE
7zGc3mLdI4VKVMTB22qky3,2024-09-08 18:46:45,android,176000,Lies,J.J. Cale,Really,trackdone,trackdone,TRUE,FALSE
7kipZd4tWx6Mu8kBgB2Z2r,2024-09-17 17:36:29,android,252773,God - Remastered 2010,John Lennon,Plastic Ono Band,trackdone,trackdone,TRUE,FALSE
3QEYYJTIEd6Tv0HCrgHvri,2024-09-22 09:16:25,android,408800,Magic,Polo & Pan,Cyclorama,clickrow,trackdone,TRUE,FALSE
4rMNgxEwGWoPHIUcvB5BrB,2024-10-01 06:00:05,android,257847,It Will Rain,Bruno Mars,It Will Rain,trackdone,trackdone,TRUE,FALSE
5ifX0FhGoljScuqQtNRAyL,2024-10-11 23:45:46,android,242640,"Wanted Man - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,TRUE,FALSE
0JSSvxGMpEBnsDbs9BlM6R,2024-10-18 19:40:57,android,1555,Picasso’s Last Words (Drink to Me) - 2010 Remaster,Paul McCartney,Band On The Run,fwdbtn,fwdbtn,TRUE,TRUE
71LsKf3xISiOlY1mj7FFPP,2024-10-22 13:23:29,android,164546,Happiness Is A Warm Gun - Remastered 2009,The Beatles,The Beatles,trackdone,trackdone,TRUE,FALSE
0pjCkLjbgSLn5c0Ilwuv8z,2024-10-26 04:26:34,android,211520,The Longest Wave,Red Hot Chili Peppers,The Getaway,trackdone,trackdone,TRUE,FALSE
5tvUEs7zWbe9rPXQUGE6Cg,2024-11-08 02:00:00,android,207293,Hail Rain or Sunshine,The Script,No Sound Without Silence,fwdbtn,trackdone,TRUE,FALSE
0d3Y9yuUwnq3jHTPRyw3io,2024-11-10 23:00:57,android,1495,Break The News,The Who,WHO,fwdbtn,fwdbtn,TRUE,TRUE
7DUTYJGWHalTp97kFDmU64,2024-11-18 00:38:51,android,11182,Dominoes,Paul McCartney,Egypt Station,remote,trackdone,TRUE,FALSE
7Dm3dV3WPNdTgxoNY7YFnc,2024-11-26 17:13:24,android,269813,The Chain - 2004 Remaster,Fleetwood Mac,Rumours,playbtn,trackdone,TRUE,FALSE
35srNkJVToAzYiZzron1FY,2024-11-30 19:56:02,android,253906,Young Forever,JAY-Z,The Blueprint 3,trackdone,trackdone,TRUE,FALSE
